Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
1796,Investment Run,4,"17,756",Top Free,Arcade,"November 11, 2021","This is a fine game, everyone is conplaining about ads when you could just turn on airplane mode :/"
1797,Investment Run,4,"17,756",Top Free,Arcade,"October 10, 2021",The games ok every time I reach the helicopter the frames drop and just makes it impossible to control
1798,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 29, 2021",Yes this is very amazing game its really like poppy playtime and I really hope it will get popular but just one thing make it a little easier because this is pretty hard so do that then this is 5 stars.
1799,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 6, 2022","It had more of a granny theme than a huggy wuggy now if you wanted to be scared download Poppy Horror,Chapter 1"
1800,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 2, 2022",I love this game but make it easy because this is so hard please make it easy
1801,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",why i give this game a 3 cause im sad cause the map isnt the as the real game and huggy wugggy is not the same sorry fix please
1802,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 2, 2022",This game is good Huggy wuggy is always Lurking in the shadows. and I thought that Huggy wuggy was in the 2nd floor or 1st floor and like that Huggy was in a different room. 😱
1803,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 30, 2021",This game is good and scary and its like granny but more scarier why i rated this 4 because its laggy
1804,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022","Ok, very much ads, no gameplay."
1805,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",Install poppy horror if you want the grab pack
1806,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 31, 2021",I love this game...but you can hide when huggu is inside
1807,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",I love buggy wuggy can you make a xenimorph game please
1808,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022",Im so happy i got a realstic game now is so scary to! I love it!!!!
1809,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 29, 2021",Wow its so cool it has a working grabpack
1810,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 30, 2021",I'm a hands right? So add ghost mode huggy don't see you a you can mod the game is 1000000000/10
1811,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 3, 2022",Anyone knows why the hands are for?
1812,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",Is kinda hard but I like it
1813,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 27, 2021",OMG THERE IS WORKING GRABPACK I RATE 8000000000000/5 STARS
1814,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 2, 2022",This is the best game ever it is just like poppy playtime great job
1815,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 30, 2021",1 2 she's coming for you 3 4 better lock the door 👻🖤💚🖤🧟‍♂️🧟‍♀️
1816,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 29, 2021",OMG!!!! THERE ARE WORKING GRAB PACK!!!!! PLS MAKE A GRABPACK CAN PULL OTHER LIKE DOOR!!!! I LOVE THIS GAME RECOMMEND TO WHO WANT TRY GRAB PACK WITHOUT DOWNLOAD REAL POPPY PLAYTIME IN COMPUTER!
1817,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 29, 2021",This game is super scary I hate
1818,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 26, 2021",Poppy horror scary playtime 😊😊😊😊😭😭🙏🙏🙏🙏🙏 huggy wuggy
1819,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 3, 2022","This game is not to scary, so make it easier, PLEASE! 😆😆😆😆😆😆😆😆😆😆😆😇😇😢😢😢"
1820,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 30, 2021",Best game ever i rate 5/5 this game are beutiful and working grab pack 😳😳😳 😍😍😍😚😚😚
1821,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",This game is trash I mean before it download you got to updated it it
1822,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 6, 2022",Why is it 16+ i am 11 and didnt even scared and this is less poppy playtime and more granny 😆😆😆
1823,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",OhMy God this is so cool it even has the grab pack I like this game so much
1824,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 4, 2022",It's a super scary game I can't even get out of my room
1825,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 30, 2021",wow working grabpack so cool but too scary for me im like 10
1826,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022",thats ok but thats not i find game
1827,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022",Best game ever
1828,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 6, 2022",Bruh i dont know if its scary U
1829,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 1, 2022",i worrie about if it isn't the rael game that i played
1830,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022",too much violence
1831,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022","Super fun ,endless and love't"
1832,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 4, 2022",It's scary to scary
1833,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 5, 2022",Game is Good
1834,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 31, 2021",So oooooo good!
1835,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 31, 2021",I like this game
1836,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"December 31, 2021",Nice 😍👍🎄⛄ merry Christmas
1837,Poppy Horror: Scary Playtime,4,"1,571",Top Free,Arcade,"January 2, 2022",I'm in the middle of
1838,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"January 2, 2022","Game no longer loads, just stays at the loading screen. It always took a long time (more than a minute) to load, which would have been enough for a 2 star review, but now that it no longer loads, I was compelled to write a review and thus it is a single star review and I am uninstalling."
1839,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 17, 2021","This game is fun to start then falls off quickly. The scaling they use for advancing through the game gets out of wack after not too long. And apparently the income multiplier doesn't work after a certain point? Whatever, this game has more glitches than...a thing with a lot of glitches."
1840,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"January 3, 2022",At a point where I can't do anything due to game freezing up. Have updated as much as I can and it's still locked up. Production has come to a grinding hault. If you Uninstall and reinstall you lose all your progress made. Updates need to be either weekly or every other week
1841,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 14, 2021",This game is fun. Yes you have ads like any other game but you just wait the 29 seconds or do something else while it count downs. You get free diamonds daily and lots of free chests .I haven't spent a dime on this game yet and still enjoy it. Mindless really when I need a time out from the world.
1842,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 24, 2021","Was fun at first. But it's just the same thing over and over and each level you complete everything gets slower and slower even after upgrading things from the previous level, you just basically just start over after each ""level"" very very boring."
1843,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 20, 2021",This Game is Definitely Fun! I was amazed to find out that you can Actually walk the factory and see the machines and everyone working 🤪 I was skeptical about downloading it because of all of the reviews were mostly bad. But I can't complain I love it!
1844,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 11, 2021","Don't buy the ad free service, it's a scam. When you have ads, you can spend 30 seconds continuously to speed up your progress. If you go ad free, you get put on a cooldown for the things that speed up the game and some are like once an hour instead of every 5 mins if you watch an ad."
1845,Lumber Empire: Idle Tycoon,4,"184,615",Top Free,Simulation,"December 14, 2021",Been playing for a couple of weeks and enjoying the game (spending a little money). Now a new update screen pops up that you can't get past. My only option is to Uninstall or Play and both loop back to the New Update dialog. Uninstallinf and REALLY want my money refunded.
1846,Traffic Run!,4,"267,064",Top Free,Action,"December 28, 2021","This was an good game but it does seem to lag and glitch a lot. And now, whenever it is trying to switch to an adz which is almost after ever level, all I see is a black screen and I have to force myself out of the game and back in. Very frustrating and annoying."
1847,Traffic Run!,4,"267,064",Top Free,Action,"January 3, 2022","Good game but way too many ads, you crash and then it asks you if you want to watch an ad to get revived, then if you say no it makes you watch it anyway."
1848,Traffic Run!,4,"267,064",Top Free,Action,"December 28, 2021","It's a fun game, and I like that it gets harder as it goes on. But there are SO MANY ads! I just stopped playing because of the ads, level, ad, level, ad. I wouldn't recommend."
1849,Traffic Run!,4,"267,064",Top Free,Action,"December 31, 2021","I get the need for ads, but this is rediculous. Play a 5 second level, watch a 30 second ad. Rinse and repeat every level."
1850,Traffic Run!,4,"267,064",Top Free,Action,"December 21, 2021",Each level lasts about 5 seconds and then you spend 15-30 seconds watching an ad after EVERY level. It's ridiculous. The game isn't fun enough to outweigh the amount of ads.
1851,Traffic Run!,4,"267,064",Top Free,Action,"December 31, 2021","The ads, good lord the ads. Can't through a single level without the ads. Great idea for a game but the creators went about it wrong."
1852,Traffic Run!,4,"267,064",Top Free,Action,"December 23, 2021",I downloaded this game from an ad and was simply disappointed. I opened the app and the title screen was laggy. Once it finally opened I get onto the first level only for it to freeze. I retried many times and it just did not work. I wouldn't recommend downloading this. Please fix your game!!
1853,Traffic Run!,4,"267,064",Top Free,Action,"December 22, 2021","Great game, but to many ads. After every time I complete a level, there is an ad. So, I say download it if you want a fun game and a lot of ads."
1854,Traffic Run!,4,"267,064",Top Free,Action,"December 18, 2021",This game is very good! Ads are balanced out. It can also get kids an early view of driving. The game it not laggy or glitchy. It is also not gory so its suitable for kids. This game is great!
1855,Traffic Run!,4,"267,064",Top Free,Action,"December 24, 2021",Too many advertisements. After every single level it's an advertisement. I'd understand if after every couple but every single one and the levels aren't that long. I don't recommend this game to anyone.
1856,Traffic Run!,4,"267,064",Top Free,Action,"December 26, 2021",I hated this game. The levels were way too easy and there was an ad after every single level. No one likes ads. I have a question for the makers of this game: Have you ever heard of fun?!
1857,Traffic Run!,4,"267,064",Top Free,Action,"December 25, 2021",Complete adware ! Played only six levels after every single level which is only around 12 seconds long. I get spammed with ad after ad complete garbage. Good idea for a game but still garbage
1858,Traffic Run!,4,"267,064",Top Free,Action,"December 3, 2021","Game play is simple and levels are short. A level will last a few seconds and after every level, you're met with an ad. I normally download random games, even if they're riddled with ads, but this one gets to me."
1859,Traffic Run!,4,"267,064",Top Free,Action,"December 24, 2021","Fun, but unfortunately, waaaaay to many commercials. Every run takes about 5-10 seconds then you get a 30 second commercial. No balance to the fun to commercial ratio. Uninstalled."
1860,Traffic Run!,4,"267,064",Top Free,Action,"December 27, 2021","Wish I could rate this a 0. You don't even have to try and time the car... it never hits if you hold the button down as soon as the level starts. Also, an ad between every level? Disgusting."
1861,Traffic Run!,4,"267,064",Top Free,Action,"December 21, 2021",IT IS SO GLITCHY!!! every single level without fail it will glitch. Please fix this so I can enjoy the game! I have had it on a few phones and reinstalled multiple times hoping it would go away but it hasn't
1862,Traffic Run!,4,"267,064",Top Free,Action,"January 1, 2022","It's an okay game, but the ads ruin it. Not even a ten second game and it gives you a two minute ad. Promotion, yes, but playtime and watchtime aren't balanced out. Download if you want to uninstall it minutes later."
1863,Traffic Run!,4,"267,064",Top Free,Action,"January 2, 2022","2 Star Rating From Me, I Love this Game BUT it's one of those Ad overload Games And I see Many of the same ads That I Continue To NOT download But of Course that's in my opinion!"
1864,Traffic Run!,4,"267,064",Top Free,Action,"December 31, 2021",It was short. So many adds😠😠😠😠after every level .It was ok. But really easy. You probably don't want to download this.
1865,Traffic Run!,4,"267,064",Top Free,Action,"December 17, 2021","I absolutely 100% love this game....but ALL THOSE ADDS. pls take some of the ads away pls ty. But overall...this game is fun. Also, it glitches sometimes. Pls fix dat.great. ty. Ttyl!"
1866,Traffic Run!,4,"267,064",Top Free,Action,"December 22, 2021",It's fun in all but every single level when youre done an advert pops up and I'm only on level 3 so I don't recommend this game if this was helpful thank you and maybe remove to adverts
1867,Traffic Run!,4,"267,064",Top Free,Action,"January 2, 2022",Terrible! Way to many ads. 30 seconds of ads for every 5 seconds of gameplay. Dont waste your time or support them
1868,Traffic Run!,4,"267,064",Top Free,Action,"December 9, 2021","If you played this for 40min, it would end up that 34mins of it was ads. I'm deleting it become it's also usually the same ad. The levels are for 4 year olds and not difficult."
1869,Traffic Run!,4,"267,064",Top Free,Action,"November 24, 2021",there is a way to stop all the ads every 5 seconds TURN OFF YOUR DANG WIFI STUPIDS.There problem solved. But anayway this game is amazing. its so cool.and it is a fun game to play when you on roadtrips. And 1 more thing I AM NOT A ROBOT
1870,Traffic Run!,4,"267,064",Top Free,Action,"January 2, 2022",It is entertaining when you have nothing to do even when you are on the road and the challenges are so fun they may be easy but they are super fun
1871,Traffic Run!,4,"267,064",Top Free,Action,"December 18, 2021","This game is ok, but there are SO MANY ADDS! The levels are really short, and I have to watch a 30 second, unskipable ad. Would not recommend."
1872,Traffic Run!,4,"267,064",Top Free,Action,"November 11, 2021",Lame. Lags. Cannot play for bombarding ads. I get that the developers have to make money but this game is so lame it is not worth sitting thru ads. Half the time the game won't load back up after the ad is finished.
1873,Traffic Run!,4,"267,064",Top Free,Action,"November 6, 2021",Lol but there is like a glitch where you like fly of the map and I know cause I am off the map right now and i am laughing Lol!! Good game btw. And 1 more glitch like what in the world was going on with that bus it was facing diagonally LOL
1874,Traffic Run!,4,"267,064",Top Free,Action,"December 29, 2021",Ad after ad after ad every round. I don't mind ads in games but my goodness. I'm out.
1875,Traffic Run!,4,"267,064",Top Free,Action,"December 10, 2021","Each round is very short, and of course an ad plays between each round. But it's a satisfying little game."
1876,Traffic Run!,4,"267,064",Top Free,Action,"December 22, 2021","Game wouldn't even load and you only get one level to sample on the ""try now"" option, and it's the one you play on the sample game. Kept making my phone crash after installation and wouldn't even open afterwards."
1877,Traffic Run!,4,"267,064",Top Free,Action,"December 27, 2021",After level 10 there is a long ad after each run. Not worth the wait. Uninstalled after 3 minutes.
1878,Traffic Run!,4,"267,064",Top Free,Action,"November 7, 2021","Fun so far! Watch out for the ""headlights"" coming....there's little hints to let ya know when cross traffic is coming! Will update my review after I've played game for awhile~Pretty EASY in beginning, but we'll see....."
1879,Traffic Run!,4,"267,064",Top Free,Action,"January 3, 2022",You get an ad every level you complete. This game is solely for the ads. Do not recommend
1880,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022","Game is enjoyable. Easy to play. My complaint is at the end of a race you kick a rag doll, if it lands on the treasure chest, that's it. The game does not advance. Freezes. Yes there are ads."
1881,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 28, 2021",This game is an Ad-pocolypes. You cant even pay for an ad free version because they force you to watch to upgrade. Pro tip: keep airplane mode on and when it ask to connect just flip it on for a few seconds and shut it off again. This will skip all ads.
1882,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022",The ads in this game automatically install software when you try to close them. I don't care how many ads there are but trying to sneak software into my phone is inexcusable.
1883,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 28, 2021",Yse the ads are insane but by now ya'll should know and expect these sorts will have that many ads. It's a fun app game but with the amount it ads it's defining install play for 20 minutes and Uninstall sort of fun.
1884,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022","It is exactly like the trailer. Good for situations like the DMV. Good bit of adds though, with 2 playing in between each level."
1885,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022",Just another clickbait game you can't skip ads all hype. Be prepared to be struck by heavy advertising and very little actual game play!
1886,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022",Fun game. If the guy you kick at the end of the level lands on the chest the game doesnt move on.
1887,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022",It's simply awesome to slap on the run and kicking like it's a field goal upon holy sights on four heads up on yonder my friends! Nice gameplay thank you.
1888,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 29, 2021",Impossible to play with the amount of ads that pop up.... It's too bad because it is fun to play.... I'm going to miss you Slap & Run
1889,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022",More ads than game play and they won't let you play offline. Shame because the concept is fun too
1890,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 6, 2022",very relaxing amazing for tough times I love the sound effects when you slap or kick someone 5 stars need to play game.
1891,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022","It's boring after a day and don't but the no adds thing bc it does nothing it still gives you adds if you wanna get revived or go for a spin and so on,the only add that went away was the one after you die but still is useless"
1892,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 14, 2021",I love it but why am I STILL GETTING ADS?! I paid the 2.99. Fix or refund my money. Thank you.
1893,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022","Won't run without a data connection yet, you can't play a level w/o an ad so.... uninstalled just like my other VOODOO games 🙄"
1894,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 3, 2022","You might think paying for no ads would stop you from having to watch ads, but you'd be wrong. There are still some upgrades you can't buy with coins, you have to watch more ads to get them even after paying to get rid of ads"
1895,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 19, 2021",Even if you pay for the ad free version you will still gonna have to see the videos ads after each level .👎👎👎
1896,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 1, 2022","It's actually a really fun game however as all the other reviews have said, FAR TOO MANY ADS! I purchased the no ads for $2.99 and it does absolutely nothing to take away the ads. They literally try to steal $2.99 from you lol luckily I was able to get it refunded!"
1897,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 31, 2021","Slap and Run is fun but, it's a bit boring at times. The levels don't change much and it's not very hard to win. There's no character customization, and The background characters are always the same. Overall pretty fun but could use more creativity."
1898,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 30, 2021","Pretty fun game BUT the ads are absolutely ridiculous!!! Not worth a 10 sec game play for a 40 sec ads!!!!! There's a ad before you play, if you die and when you reach the end and there is also a ad at the bottom of your screen, I will not be playing or keeping this game!"
1899,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 5, 2022","This is really fun to play (In my opinion) and it's really fun to play for me because my siblings are really annoying, So I imagine the people as my siblings 🙂👍 I would recommend on playing this. I also turn off my wifi access when I'm playing (I'm on Android) so the ads won't bother me^^"
1900,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 21, 2021",Decent game but wayy too many ads- not worth it since it also caused performance issues with my phone. No thanks. 👎
1901,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 31, 2021","Thought the game was hilarious. But the ads made it frustrating. I paid for the ""ad free"" version and feel like I got screwed over. It's not free from ads and just as frustrating as ever!"
1902,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 2, 2022","It is fun to play. I dont like how I can't redo a level. I want to be able to get a perfect slap run. The ads are a downer to, get busy on an update gang."
1903,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 31, 2021",After every turn there are 2 unskipable adds about 30 seconds each. Then if you want to upgrade stuff you have to watch another 30 sec unskipable add. After about 2 minutes of adds you get to finally do your 30 second run of slaps. Now back to commercials!
1904,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 14, 2021",Game = fun. Ads after EVERYTHING freaking SUCKED! ***WARNING*** DO NOT DOWNLOAD. Unless you don't mind dual 20 second ads every 10 seconds. Playing the game allows me to give 1 star...would give only 1/2 if I could. Could be good but dang the ads are like a cloud of knats and you are sweaty. 🤣
1905,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 21, 2021","Its pretty fun and I enjoy the simplicity, but the constant ads make it pretty annoying. Also, I understand that the point of the game is to slap people, but I just think it's really weird that you're slapping women's butts. It's kinda gross."
1906,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022","I love it. I love the sound of the slaps lol. I just hate the ads theyre annoying,"
1907,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 4, 2022",Should have called this game ad city. 20 seconds of game = 4 minutes of ads. Uninstalled.
1908,Slap and Run,3.9,"12,604",Top Free,Arcade,"January 2, 2022","This game is soo much fun, but I know you have to have ads, but when the ads end, you can't go right back to the game (lame)! I know it doesn't make a difference to anyone, but I am going to delete the game."
1909,Slap and Run,3.9,"12,604",Top Free,Arcade,"December 28, 2021","I gave this 1 star because although it was fun, the ads were way too excessive. I can understand maybe after 3 or 4 levels, but after every level?? Nah, it just ruined the game for me."
1910,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 4, 2022","Description of game is nothing like what you download. Ads are forced upon you, you can remove ads at a daily price, otherwise you will be unable to play game because of being bombarded with ads. If this is the only way developers can make money on app, then they'll be broke soon. Uninstalling"
1911,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 4, 2022",It's kinda fun but so many adds so frequently. In the first ten minutes of playing I spent more time waiting for ads to end than I did playing the game. It was easy for me to loose interest. Deleted this app 10 minutes after I downloaded it. Too many ads too frequent.
1912,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 2, 2022",I'm actually pretty disappointed. I paid for the paid version thinking that ads would go away. Any time you do an extra bonus puzzle THERE IS ANOTHER AD!! EVERY PUZZLE! it's maddening and I want my money back. If I paid for no ads why do I still have ads????? Would not recommend.
1913,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 30, 2021","So inanely simple it's only useful to teach toddlers problem-solving. Dare I say the only reason this 'game' exists is to generate ad revenue with ads every level or 2. Additionally, even when I turn off the sound and vibration, the next time I launch the game those settings aren't saved. YMMV."
1914,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 30, 2021","Extremely easy and repetitive. No fun factor. If you beat 10 levels, you've played the game. Sure, after a hundred levels you've earned enough coin to change the visuals, but the mechanics don't change. It's a brainless, boring waste of time."
1915,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 5, 2022",I can't really enjoy the game because there is way way way too many commercials and ads! Definitely going to be uninstalling! I hate watching ads and commercials!! So if you like lots of commercials and ads this is definitely the game for you!!!
1916,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 28, 2021","10% game play, 90% advertising. This game isn't even completed yet, apparentlyit'sstillunderconstruction! I've reached over 6 million points, and keep seeing ""coming soon"" signs. Meanwhile it's just the same thing over and over and over again! Boring!!!"
1917,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 3, 2022",Just an ad engine. Want to play? Watch an ad. Need a hint? Watch an ad. Accidentally tap the wrong thing? Watch an ad. And this was just the first 10 levels which are mostly teaching you how to play. Not wasting any more time with this.
1918,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 28, 2021","I don't mind watching ads to play a game for free but when there are ads every time I complete a 5 second level I end up spending more time watching ads then actually playing the game. Too simple, too many ads, boring and annoying."
1919,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 31, 2021","Not what was advertised. I was expecting something more physics based and this is just an elaborate puzzle of ""what order do I pull the pins"" without a whole lot the physics based advertisements. And thank God for my ad blocker. Cause that would have been annoying as hell otherwise."
1920,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 1, 2022",Fun game but because of all the ads I only gave it 2 Stars. I play about three rounds and then an add pops up and then another ad pops up. so annoying I just want to play it. I waste more time on the ads than the actual game.
1921,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 1, 2022","Levels don't really get progressively harder and you have to watch a 30 second ad after every 7-10 seconds of game play. Also, level 32 is glitches and is literally impossible to complete. It's a nice time water though."
1922,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 3, 2022",The game is far too simple. When I don't have to think about a level and finish in three seconds I don't want to watch 30s of ads. If it were a little more fun and challenging I'd be motivated to pay for ad free. Will uninstall.
1923,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"January 4, 2022",There are ads after every single level of this game.Also this game is too easy. So you spend even more time watching ads. There are much funner games out there you just need to find them. Good luck. Happy hunting.
1924,Pull the Pin,3.9,"340,460",Top Free,Puzzle,"December 24, 2021","The game is fun but, since updating there have been too many glitches. I have earned the same puzzle pieces over and over and can't complete a puzzle. The gift boxes are also glitched. I watch the ad and the box doesn't open. When I try to watch the ad again I get the no ads available message."
1925,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 5, 2022","Realistically you've got about 8 seconds of ads between every few rounds. Maybe my app just glitched out but there was nothing more to conquer after the regions of the US and no way to build up more than one island. It doesn't get harder as you play - once you've won once, you've won every time."
1926,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 1, 2022",This game is ridiculous. Don't waste your time. You play one level. That takes like two seconds. And you get like to adds. I got far enough to start building my place and I have about 5 minutes of adds. One or two after each build. Delete game after two days
1927,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 6, 2022",The fun lasted for maybe 5 minutes after downloading. Too many ads and the game isn't challenging. I shouldn't fly through the levels with little to no differences between each level. You can play it with your eyes closed. Uninstalled.
1928,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 31, 2021","The ads stick everytime and won't finish. It makes me want to uninstall the game. I'll give the ""debuggers"" some time to fix it. If there's no fix, there's no game IMHO. Please fix the issue. I really want to enjoy the game."
1929,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 23, 2021","It's alright. It's just really laggy when you're playing the levels. Games like these shouldn't require a 1000 dollar gaming PC to run. Ads are also annoyingly frequent. You get an ad after almost every level. I'd recommend looking elsewhere for a game, until they fix the lag."
1930,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 3, 2022","Can you say advertisement overload? The game is cute, not difficult at all, but you wind up watching more ads than gameplay. Not good. Not a game I want taking up space on my phone. Deleted."
1931,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 1, 2022","The more you play, the more ads you get. Seriously doesn't start out bad, there is enough mix to keep you mildly entertained. Then the ads start over and over. After every level. Battles cannot be beat on first two attempts and you have to watch ads."
1932,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 22, 2021","Very good game. The main game is very addicting, but you can also use the map icon to attack and gain territory using awards that you won from the main game. Eventually, all the territories can be gained and you cannot gain anymore. Although, it is still fun... Just slightly repetative."
1933,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 20, 2021","This is an awesome game. Just put ur phone on airplane mode so you don't get ads and play away. Also, to all those whiners who say it's the same thing over and over, maybe click on the map which shows all the other things you have to conquer and achieve. Great game!"
1934,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 4, 2022","Yeah there are ads after each level, but I don't mind when it's such a casual game. Room to improve, but I'm impressed with what they do have."
1935,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 28, 2021",Non skipable 30+ second ads after a 5-10 second level. This isn't a game it's a book with a pop up game every few pages. So annoying. I don't mind watching ads to play a free game but game play time has to be greater than ad watching time for it to be worth the space on my phone.
1936,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 1, 2022","So. Many. Ads! Every level required you to watch an ad. Every bonus required you to watch an ad. I was watching two or three ads, per level. I'm uninstalling now."
1937,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 26, 2021","It's a very fun game but there are a lot of adds. When I'm trying to play, adds pop up and its supper annoying. Most of the adds though are short. But overall, I would recommend getting it because its fun to play."
1938,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 20, 2021","I found this game very addicting, once I started playing it, it was very hard to stop! It does every once and a while have a lag, wich makes you lose some people, but over all, it is a very fun game I think you should definitely get it!! ;)"
