"TopPaidGames_name","TopPaidGames_url","TopPaidGames_Description","TopPaidGames_Ratings","TopPaidGames_Users","TopPaidGames_Price","TopPaidGames_Category","TopPaidGames_Category_url"
"Townscaper","https://play.google.com/store/apps/details?id=com.OskarStalberg.Townscaper","Build quaint island towns with curvy streets. Build small hamlets, soaring cathedrals, canal networks, or sky cities on stilts. Block by block.
No goal. No real gameplay. Just plenty of building and plenty of beauty. That's it.
Townscaper is an experimental passion project. More of a toy than a game. Pick colors from the palette, plop down colored blocks of house on the irregular grid, and watch Townscaper's underlying algorithm automatically turn those blocks into cute little houses, arches, stairways, bridges and lush backyards, depending on their configuration.","4.6","816","$4.99 Buy","Casual","https://play.google.com/store/apps/category/GAME_CASUAL"
"DraStic DS Emulator","https://play.google.com/store/apps/details?id=com.dsemu.drastic","DraStic is a fast Nintendo DS emulator for Android. In addition to being able to play Nintendo DS games full speed on many Android devices it has the following features:
- Enhance the game's 3D graphics to 2 by 2 times their original resolution (this optional feature works best on high end quad core devices)
- Customize the placement and size of the DS screens, for portrait and landscape modes
- Fully supports add-on controllers, and physical controls in devices like nVidia Shield and Xperia Play
- Save and resume your progress anywhere with save states
- Tweak your gaming experience with a database of thousands of cheat codes
- Synchronize your save games with your online Google Drive space
- Increase emulation speed with fast-forward
If you have any uncertainties about the emulator please check out the demo version first, which will let you evaluate how the emulator works on your device.
DraStic is only intended for play of private backups of legally acquired Nintendo DS games. This product is not affiliated with or endorsed by Nintendo in any way. Do not ask us for ROMs or help getting them - any request will be ignored.
NOTE: WiFi/multiplayer emulation is not supported at this time.
If you need assistance please e-mail us at drastic.ds@gmail.com
For more information see the readme here: http://drastic-ds.com/drastic_readme.txt
For a changelog see here: http://drastic-ds.com/help_changelog.txt","4.5","116,632","$4.99 Buy","Action","https://play.google.com/store/apps/category/GAME_ACTION"
"Slay the Spire","https://play.google.com/store/apps/details?id=com.humble.SlayTheSpire","We fused card games and roguelikes together to make the best single player deckbuilder we could. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and Slay the Spire!
Features
- Dynamic Deck Building: Choose your cards wisely! Discover hundreds of cards to add to your deck with each attempt at climbing the Spire. Select cards that work together to efficiently dispatch foes and reach the top.
- An Ever-changing Spire: Whenever you embark on a journey up the Spire, the layout differs each time. Choose a risky or safe path, face different enemies, choose different cards, discover different relics, and even fight different bosses!
- Powerful Relics to Discover: Powerful items known as relics can be found throughout the Spire. The effects of these relics can greatly enhance your deck through powerful interactions. But beware, obtaining a relic may cost you more than just gold.","4.7","8,717","$9.99 Buy","Card","https://play.google.com/store/apps/category/GAME_CARD"
"Grand Theft Auto: San Andreas","https://play.google.com/store/apps/details?id=com.rockstargames.gtasa","Five years ago, Carl Johnson escaped from the pressures of life in Los Santos, San Andreas, a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers.
Now, it’s the early 90’s. Carl’s got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster.
On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.
Rockstar Games brings its biggest release to mobile yet with a vast open-world covering the state of San Andreas and its three major cities – Los Santos, San Fierro and Las Venturas – with enhanced visual fidelity and over 70 hours of gameplay.
Grand Theft Auto: San Andreas features:
• Remastered, high-resolution graphics built specifically for mobile including lighting enhancements, an enriched color palette and improved character models.
• Cloud save support for playing across all your mobile devices for Rockstar Social Club Members.
• Dual analog stick controls for full camera and movement control.
• Three different control schemes and customizable controls with contextual options to display buttons only when you need them.
• Compatible with the MoGa Wireless Game Controllers and select Bluetooth and USB gamepads.
• Integrated with Immersion tactile effects.
• Tailor your visual experience with adjustable graphic settings.
Languages Supported: English, French, Italian, German, Spanish, Russian and Japanese.
For optimal performance, we recommend re-booting your device after downloading and closing other applications when playing Grand Theft Auto: San Andreas.
For information about supported devices and compatibility, please see:
http://support.rockstargames.com/hc/en-us/sections/200251868-San-Andreas-Mobile-Support
Mobile Version developed by War Drum Studios
www.wardrumstudios.com
Find out more:
www.rockstargames.com
See videos:
www.youtube.com/rockstargames
Follow us:
www.facebook.com/rockstargames
www.twitter.com/rockstargames","3.1","681,749","$6.99 Buy","Action","https://play.google.com/store/apps/category/GAME_ACTION"
"Ultimate Custom Night","https://play.google.com/store/apps/details?id=com.clickteam.ultimatecustomnight","NOTE: A device with at least 2 GB of RAM is required for this game to run properly.
Welcome to the ultimate FNaF mashup, where you will once again be trapped alone in an office fending off killer animatronics! Featuring 50 selectable animatronic characters spanning seven Five Nights at Freddy's games, the options for customization are nearly endless. Mix and match any assortment of characters that you like, set their difficulty from 0-20, then jump right into the action! From your office desk, you will need to manage two side doors, two vents, as well as two air hoses, all of which lead directly into your office.
This time you will have to master other tools as well if you want to complete the ultimate challenges, tools such as the heater, A/C, a global music box, a power generator, and more. As if all of that weren't enough, you'll also need to set up laser traps in the vents, collect Faz-Coins, purchase items from the Prize Counter, and as always, keep a close eye on not one, but two, Pirate Cove curtains!
Other features also included:
- Challenge menu including sixteen themed challenges
- Voice acting from returning favorites as well as from new arrivals to the franchise
- Unlockable office skins
- Unlockable cutscenes
NOTE: Game entirely in English.
#MadeWithFusion","4.5","18,827","$2.99 Buy","Action","https://play.google.com/store/apps/category/GAME_ACTION"
"THE GAME OF LIFE 2","https://play.google.com/store/apps/details?id=com.marmalade.gol2","For 60 years THE GAME OF LIFE board game has shown us how to win at growing up. Now, THE GAME OF LIFE 2 digital board game introduces up-to-date life choices and new crossroads to the traditional mix! Will you be a Video Blogger or an Engineer? What roads will your friends and family take? Play to find out on mobile and tablet!
Customise your peg, hop in your eco car and race your friends and family through THE GAME OF LIFE 2 game. With a thousand new ways to live, and money no longer the only path to success, what life will you choose? In this mobile board game you find your happiness, whether that means money and fame, or academic fulfilment and a dozen cats! Become a Pop Star with 5 dogs and a pool house, or a Brain Surgeon with multiple PhDs, a spouse and 3 kids. You choose!
Features
- A CONTEMPORARY SEQUEL TO HASBRO’S CLASSIC BOARD GAME - THE GAME OF LIFE 2 drives the original from yesterday to today
- A FULL, AD-FREE GAME - Don’t worry about flashy adverts, in-game currency or pay-to-win limits! You can enjoy the complete game in a safe environment for kids and adults both online and offline
- OPTIONAL SEASON PASS - Seek out additional boards, including ‘Fairytale Kingdom’, with the optional GAME OF LIFE 2 Season Pass to unlock new additional themes and outfit choices!
- SINGLE PLAYER - There’s no such thing as playing alone when you take on our challenging AI
- ONLINE MULTIPLAYER - Distance doesn’t interrupt play when you connect with fans around the world or invite friends and family to a private game
- PASS & PLAY - No internet? No problem! Simply pass a single device between up to 4 players for an offline wifi-free experience
How to play
CHOOSE and CUSTOMISE your character!
A life journey calls for one jaw-dropping outfit! Customise your pink, blue or brand newly available purple peg with a style all of their own.
START at the beginning!
Teen life on the board might seem daunting, but there’s no pressure! THE GAME OF LIFE 2 game starts when big decisions really begin, and the choices just keep coming!
Choose your LIFE PATH!
Your life is in your hands! Get married, earn qualifications, gain fame and adopt pets. In THE GAME OF LIFE 2 digital board game the road has many twists and turns, and crossroads can now grant second chances - so it’s never too late to get married or earn that degree!
Money vs Happiness, RETIRE your way!
Are you in it for the millions or the good times? THE GAME OF LIFE 2 game is about so much more than money. Gain attributes for happiness, wealth and knowledge, and the final score will sum up your achievements!
Earn REWARDS to UNLOCK new items!
Unlock new characters, outfits and vehicles by playing the game and earning rewards! Collect 60 happiness points, travel 100 spaces, collect $5000; each accomplishment unlocks a puzzle piece. When you collect 6 puzzle pieces you can unlock a bonus item, and there are eight to unlock in each world!
EXPLORE marvellous worlds with THE GAME OF LIFE 2 Season Pass!
When you’re done finding success in the classic cityscapes, there are more worlds to explore as part of the Season Pass! Take an enchanted quest through the Fairytale Kingdom, become a Monster Herder in the Haunted Hills, discover the magic of Frozen Lands, live the life of your dinosaur-loving dreams in Age of Giants and go on a forever holiday in Sandy Shores! THE GAME OF LIFE 2 Season Pass includes 5 additional worlds…
...with more worlds coming soon!","4.4","11,078","$3.99 $1.99 Buy","Board","https://play.google.com/store/apps/category/GAME_BOARD"
"My Boy! - GBA Emulator","https://play.google.com/store/apps/details?id=com.fastemulator.gba","My Boy! is a super fast and full-featured emulator to run GameBoy Advance games on the broadest range of Android devices, from very low-end phones to modern tablets. It emulates nearly all aspects of the real hardware correctly.
This is by far the only emulator that supports link cable emulation with decent speed.
Note:
*** To play GB/C games, you need to get My OldBoy!.
*** You CAN link up two different games, and it is easy! Refer to instructions on our website.
*** CHEATS ACTUALLY WORK! Please refer to the FAQ on our website.
Highlights:
• Fastest emulation, therefore saves your battery to the MAX.
• Very high game compatibility. Run nearly all games without a problem.
• Link cable emulation either on the same device, or across devices over Bluetooth or Wi-Fi.
• Gyroscope/tilt/solar sensor and rumble emulation through your Android's hardware sensors and vibrator!
• Enter multilined GameShark/ActionReplay/CodeBreaker cheat codes and enable/disable them on the fly while the game is running.
• High-level BIOS emulation. No BIOS file needed.
• IPS/UPS ROM patching
• OpenGL rendering backend, as well as normal rendering on devices without a GPU.
• Cool video filters through the support of GLSL shaders.
• Fast-forward to skip long stories, as well as slow down games to get past a level you cannot in normal speed.
• Save games at any time with screenshot
• Sync saves with Google Drive. Play and save games on one device and continue on the others!
• On-screen keypad (multi-touch requires Android 2.0 or later), as well as shortcut buttons such as load/save.
• A very powerful screen layout editor, with which you can define the position and size for each of the on-screen controls, as well as for the game video.
• External controllers support, such as the MOGA controllers.
• Clean & simple yet well-designed user interface. Seamlessly integrated with the latest Android.
• Create and switch to different screen-layout and key-mapping profiles.
• Create shortcuts to easily launch your favorite games from your desktop.
No games are included in this app and you need to obtain yours in a legal way. Place them onto your SD card, and browse to them from within the app.
LEGAL: This product is not affiliated with, nor authorized, endorsed or licensed in any way by Nintendo Corporation, its affiliates or subsidiaries.
*** Unlike many others, we are the actual core developers. Your reported bugs will most likely get fixed very soon!","4.5","51,934","$4.99 Buy","Arcade","https://play.google.com/store/apps/category/GAME_ARCADE"
"Getting Over It with Bennett Foddy","https://play.google.com/store/apps/details?id=com.noodlecake.gettingoverit","A game I made
For a certain kind of person
To hurt them.
Getting Over It with Bennett Foddy is a punishing climbing game, a homage to Jazzuo's 2002 B-Game classic 'Sexy Hiking'. You move the hammer with the mouse, and that's all there is. With practice, you'll be able to jump, swing, climb and fly. Great mysteries and a wonderful reward await the master hikers who reach the top of the mountain.
To quote Jazzuo himself: ""The hiking action is very similar to way you would do it in real life, remember that and you will do well"".
• Climb up an enormous mountain with nothing but a hammer and a pot.
• Listen as I make philosophical observations about the problem at hand.
• Between 2 and ∞ hours of agonizing gameplay, depending. The median time to finish for my playtesters was 5 hours, but the mean was closer to ∞.
• Lose all your progress, over and over.
• Feel new types of frustration you didn't know you were capable of.","3.9","10,846","$4.99 $1.49 Buy","Simulation","https://play.google.com/store/apps/category/GAME_SIMULATION"
"Grand Theft Auto: Vice City","https://play.google.com/store/apps/details?id=com.rockstargames.gtavc","Welcome back to Vice City. Welcome back to the 1980s.
From the decade of big hair, excess and pastel suits comes a story of one man's rise to the top of the criminal pile. Vice City, a huge urban sprawl ranging from the beach to the swamps and the glitz to the ghetto, was one of the most varied, complete and alive digital cities ever created. Combining open-world gameplay with a character driven narrative, you arrive in a town brimming with delights and degradation and given the opportunity to take it over as you choose.
To celebrate its 10 year anniversary, Rockstar Games brings Grand Theft Auto: Vice City to mobile devices with high-resolution graphics, updated controls and a host of new features including:
• Beautifully updated graphics, character models and lighting effects
• New, precisely tailored firing and targeting options
• Custom controls with a fully customizable layout
• Massive campaign with countless hours of gameplay
• Compatible with the MoGa Wireless Game Controller and select USB gamepads
• Integrated with Immersion tactile effects
• Tailor your visual experience with adjustable graphic settings
Languages Supported: English, French, Italian, German, Spanish, Korean, Russian, and Japanese.
Grand Theft Auto: Vice City is now available on:
Android Phones: Motorola Atrix, Motorola Atrix HD, Motorola Atrix 4G, Motorola Photon, HTC Rezound, HTC One X, HTC One X+, Samsung Galaxy Nexus, Samsung Galaxy Note, Samsung Galaxy Note 2, Samsung Galaxy R, Samsung Epic 4G, Samsung Galaxy S2, Samsung Galaxy S3, Google Nexus 4, Sony Xperia Play, Sony Xperia Sola, Sony Xperia S / P / T & TL, Sony Walkman Z Series Media Player
Android Tablets: Acer Iconia, Asus Eee Pad Transformer Prime, Asus Transformer Pad TF300T, Asus Transformer Pad Infinity 700, Motorola Xoom, Samsung Galaxy Tab 7.0 / 7.7 / 8.9 & 10.1, Samsung Galaxy Note 10.1, Sony Tablet S, Sony Tablet P, Sony Xperia Tablet S, Toshiba Thrive, Toshiba Regza, Google Nexus 7, Google Nexus 10, Fujitsu Stylistic 10.1
**Grand Theft Auto: Vice City was developed and tested only on these devices. If your device is not listed, please check support.rockstargames.com for any updates to this list**
For optimal performance, we recommend re-booting your device after downloading and closing other applications when playing Grand Theft Auto: Vice City.
Please ensure you have at least 1.5 GB of free space before installing Grand Theft Auto: Vice City.
Mobile Version developed by War Drum Studios
www.wardrumstudios.com
Find out more:
www.rockstargames.com
See videos:
www.youtube.com/rockstargames
Follow us:
www.facebook.com/rockstargames
www.twitter.com/rockstargames","4.2","","$4.99 Buy","Arcade","https://play.google.com/store/apps/category/GAME_ARCADE"
"FNaF 6: Pizzeria Simulator","https://play.google.com/store/apps/details?id=com.clickteam.freddyfazbearspizzeriasimulator","NOTE: A device with at least 2 GB of RAM is required for this game to run properly.
Prospective owner of a Freddy Fazbear's Pizzeria franchised restaurant, we want you!
What starts out as a simple pizza tossing fun turns into something much, much more. Push through the glitchy arcade game to reveal that you are at your own Freddy Fazbear’s Pizzeria!
Browse our catalogs and purchase your first attractions and animatronics, customize your decorations, and above all make sure that all the equipment is working properly before opening the doors of your brand new Freddy Fazbear's Pizzeria!
After a busy day, wrap up the paperwork and shut down your business (often late into the night as you build your own business!) Be careful, however, of what could possibly lurk in the air vents. If anything should catch your attention, turn your flashlight straight into the vent to repel it, Fazbear Entertainment supplies batteries free of charge to all of its franchisees!
The next day, assuming you have survived during the night, reinvest your income from yesterday in new equipment. Develop your little pizzeria, day after day, to see it become an empire of catering and entertainment! Fazbear Entertainment provides its franchisees with all the tools and knowledge necessary to create and manage a welcoming, secure and profitable location.
Oh and if you feel up to it, try to salvage some of the animatronics that wander outside your restaurant. They are trying to get in for months now, better not miss on the opportunity to pick up spare parts and rake in some additional revenue. If you detect any instability or aggressiveness in any of them, use the self-defense taser that Fazbear Entertainment provides free of charge to all of its franchisees.
This puts an end to the assistance that we are legally obligated to provide. Fazbear Entertainment cannot be held responsible for the disappearances, deaths or mutilations that may occur as a result of operating the Freddy Fazbear's Pizzeria franchise.
Don't wait any longer and start today!
NOTE: Game entirely in English.
#MadeWithFusion","4.6","13,172","$2.99 Buy","Simulation","https://play.google.com/store/apps/category/GAME_SIMULATION"
"Bloons TD 5","https://play.google.com/store/apps/details?id=com.ninjakiwi.bloonstd5","Five-star tower defense with unrivaled depth and replayability.
Build awesome towers, choose your favorite upgrades, hire cool Special Agents, and pop every last invading Bloon in the best ever version of the most popular tower defense series in history.
Bloons TD 5 delivers hours of fun and challenging play to fans and new players alike, with awesome features like this:
- 21 powerful towers with Activated Abilities and 2 upgrade paths
- 50+ Tracks
- Two-player co-operative play on custom co-op tracks
- 10 Special Agents
- 10 Special Missions
- 250+ Random Missions
- New Bloon enemies - tougher Camos, Regrower Bloons, and the fearsome ZOMG
- 3 different game modes
- Freeplay mode after mastering a track
- 3 difficulty settings and family-friendly theme so anyone can play
And that's just the beginning - regular updates will keep Bloons TD 5 fresh, fun, and challenging for many months to come. Now it's time to pop some Bloons!
Note on Permissions: Bloons TD 5 requests permission to access to read and write to your external storage so that you have the option to interact with rewarded video ads that earn free Monkey Money. If there are ever any problems with the amount of data stored, please contact us at support@ninjakiwi.com.","4.6","204,856","$2.99 Buy","Strategy","https://play.google.com/store/apps/category/GAME_STRATEGY"
"The Room","https://play.google.com/store/apps/details?id=com.FireproofStudios.TheRoom","Welcome to The Room, a physical puzzler, wrapped in a mystery game, inside a beautifully tactile 3D world.
*****************
“Excellently produced, clever puzzles and spine-tingling music” – Game Informer
“More fun than Christmas morning” – The New York Times
“A mysterious puzzler that doesn't fail to intrigue” – The Verge
“The most realistically rendered objects in a mobile title to date.” – IGN
“The Room is the cave of mysteries from everyone's childhood; a perfect encapsulation of the fear and pleasure of discovery.” – Eurogamer
******
How are you, old friend? If you’re reading this, then it worked. I only hope you can still forgive me.
We’ve never seen eye to eye on my research, but you must put such things behind you. You are the only one to whom I can turn. You must come at once, for we are all in great peril. I trust you remember the house? My study is the highest room.
Press forward with heart. There is no way back now.
AS.
******
Fireproof Games are very proud to bring you our greatest creation, a mind-bending journey filled with beauty, peril and mystery in equal measure. Be transported into a unique space that blends spellbinding visuals with intriguing problems to solve.
• Unsettlingly realistic graphics: The most natural looking visuals ever seen on a mobile device.
• Spine-tingling single finger controls: touch controls so natural you can play with one digit, to fully navigate this mysteriously beautiful 3D world.
• Fantastical pick-up-and-play design: Easy to start, hard to put down, the secrets of The Room will immerse you before you even know you're playing.
• Compelling layers of mystery: think you know what you're looking at? Think again.","4.8","269,303","$0.99 Buy","Puzzle","https://play.google.com/store/apps/category/GAME_PUZZLE"
